name,genres,year,country,producer,imdb_rating,link
Таинственный монах,"дзидайгэки, (или ,историческая, ,драма,)",1963,Япония,Тэйноскэ Кинугаса,7.1,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B8%D0%BD%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%85_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1963)"
Старая столица ,фильм-драма,1963,Япония,Нобору Накамура,7.1,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%B0%D1%8F_%D1%81%D1%82%D0%BE%D0%BB%D0%B8%D1%86%D0%B0
Третья тень,"исторический, ,фильм-драма",1963,Япония,Умэцугу Иноуэ,7.5,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F_%D1%82%D0%B5%D0%BD%D1%8C
Хроника любви и смерти,"фильм-драма,, ,мелодрама",1966,Япония,Корэёси Курахара,6.5,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8_%D0%B8_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B8
Чудовища Франкенштейна: Санда против Гайры,"фантастика,, ,токусацу,, ,триллер",1966,Япония,Исиро Хонда,6.2,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B0_%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD%D0%B0:_%D0%A1%D0%B0%D0%BD%D0%B4%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%93%D0%B0%D0%B9%D1%80%D1%8B
Токийский скиталец,"якудза эйга, ,драма",1966,Япония,Сэйдзюн Судзуки,7.1,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BA%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%BA%D0%B8%D1%82%D0%B0%D0%BB%D0%B5%D1%86
Чужое лицо,драма,1966,Япония,Хироси Тэсигахара,7.9,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B6%D0%BE%D0%B5_%D0%BB%D0%B8%D1%86%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Удел человеческий,"военная, ,драма,военная, ,драма,военная, ,драма,военная, ,драма",1959,Япония,Масаки Кобаяси,,https://ru.wikipedia.org/wiki/%D0%A3%D0%B4%D0%B5%D0%BB_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Рай и ад,детективный триллер,1963,Япония,Акира Куросава,8.4,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B9_%D0%B8_%D0%B0%D0%B4
Она и он,"фильм-драма,, ,авторское кино",1960,Япония,Сусуму Хани,7.3,https://ru.wikipedia.org/wiki/%D0%9E%D0%BD%D0%B0_%D0%B8_%D0%BE%D0%BD
Легенда или быль? ,драма,1963,Япония,Кэйсукэ Киносита,7.6,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%B8%D0%BB%D0%B8_%D0%B1%D1%8B%D0%BB%D1%8C%3F
Алая роза,"Криминальная, ,драма,, ,нуар",1963,Япония,Умэцугу Иноуэ,,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D1%8F_%D1%80%D0%BE%D0%B7%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1963)"
Месть актёра,драма,1963,,Кон Итикава,7.4,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D1%82%D1%8C_%D0%B0%D0%BA%D1%82%D1%91%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1963)"
Женщина-насекомое,фильм-драма,1963,Япония,Сёхэй Имамура,7.4,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D0%BD%D0%B0%D1%81%D0%B5%D0%BA%D0%BE%D0%BC%D0%BE%D0%B5
Убийство,"дзидайгэки, (или — ,историческая, ,драма,)",1964,Япония,Масахиро Синода,7.1,"https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Испорченная девчонка,фильм-драма,1963,Япония,Кириро Ураяма,7.1,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BF%D0%BE%D1%80%D1%87%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B4%D0%B5%D0%B2%D1%87%D0%BE%D0%BD%D0%BA%D0%B0
Три самурая вне закона,тямбара,1964,Япония,Хидэо Гося,7.6,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8_%D1%81%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D1%8F_%D0%B2%D0%BD%D0%B5_%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%B0
Приключения оленёнка Рудольфа,"сказка,, ,мюзикл",1964,США,Ларри Ромер,8.0,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BE%D0%BB%D0%B5%D0%BD%D1%91%D0%BD%D0%BA%D0%B0_%D0%A0%D1%83%D0%B4%D0%BE%D0%BB%D1%8C%D1%84%D0%B0
Атрагон: Летающая суперсубмарина,"приключения,токусацу,драма",1968,Япония,Исиро Хонда,5.8,https://ru.wikipedia.org/wiki/%D0%90%D1%82%D1%80%D0%B0%D0%B3%D0%BE%D0%BD:_%D0%9B%D0%B5%D1%82%D0%B0%D1%8E%D1%89%D0%B0%D1%8F_%D1%81%D1%83%D0%BF%D0%B5%D1%80%D1%81%D1%83%D0%B1%D0%BC%D0%B0%D1%80%D0%B8%D0%BD%D0%B0
Меч,"боевик,, ,драма,,",1964,Япония,Кэндзи Мисуми,7.5,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%87_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Крупица ночи,"фильм-драма,, ,мелодрама",1964,Япония,Нобору Накамура,7.2,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D0%BF%D0%B8%D1%86%D0%B0_%D0%BD%D0%BE%D1%87%D0%B8
Пламя преданности,Фильм-драма,1964,Япония,Корэёси Курахара,7.2,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D0%BC%D1%8F_%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D0%B8
Свастика,Мелодрама,1964,Япония,Ясудзо Масумура,6.8,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Камень на обочине,Фильм-драма,1964,Япония,Миёдзи Иэки,7.5,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%8C_%D0%BD%D0%B0_%D0%BE%D0%B1%D0%BE%D1%87%D0%B8%D0%BD%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
"Гидора, трёхголовый монстр","фантастика,детектив",1964,Япония,Исиро Хонда,6.5,"https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B4%D0%BE%D1%80%D0%B0,_%D1%82%D1%80%D1%91%D1%85%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BC%D0%BE%D0%BD%D1%81%D1%82%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Кайдан,"фольклор,, ,мистика",1965,Япония,Масаки Кобаяси,7.9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%B4%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1964)"
Женщина-демон,"драма, / ,мистика",1964,,Канэто Синдо,7.9,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D0%B4%D0%B5%D0%BC%D0%BE%D0%BD
Женщина в песках,драма,1964,Япония,Хироси Тэсигахара,8.5,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0_%D0%B2_%D0%BF%D0%B5%D1%81%D0%BA%D0%B0%D1%85_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Алая камелия,криминальная драма,1964,Япония,Ёситаро Номура,6.4,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D1%8F_%D0%BA%D0%B0%D0%BC%D0%B5%D0%BB%D0%B8%D1%8F
Франкенштейн против Барагона,"фантастика,, ,токусацу",1965,Япония,Исиро Хонда,5.5,https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%91%D0%B0%D1%80%D0%B0%D0%B3%D0%BE%D0%BD%D0%B0
Мотра против Годзиллы,"фантастика,токусацу",1964,Япония,Исиро Хонда,6.5,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%9C%D0%BE%D1%82%D1%80%D1%8B
Удовольствия плоти,драма,1965,Япония,Нагиса Осима,6.9,https://ru.wikipedia.org/wiki/%D0%A3%D0%B4%D0%BE%D0%B2%D0%BE%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B8%D1%8F_%D0%BF%D0%BB%D0%BE%D1%82%D0%B8
Флаг в тумане,"криминальная, ,драма",1965,Япония,Ёдзи Ямада,7.4,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%B3_%D0%B2_%D1%82%D1%83%D0%BC%D0%B0%D0%BD%D0%B5
Гений дзюдо,"фильм-драма,, ,боевик",1965,Япония,Сэйитиро Утикава,7.4,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B7%D1%8E%D0%B4%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1965)"
Беглец из прошлого ,криминальная драма,1964,Япония,Тому Утида,7.9,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B3%D0%BB%D0%B5%D1%86_%D0%B8%D0%B7_%D0%BF%D1%80%D0%BE%D1%88%D0%BB%D0%BE%D0%B3%D0%BE
Страсть,мелодрама,1966,Япония,Дзюнъя Сато,5.6,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D1%81%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1966)"
Вторжение Астро-монстра,"фантастика,приключения",1970,Япония,Исиро Хонда,6.2,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%9C%D0%BE%D0%BD%D1%81%D1%82%D1%80%D0%B0_%D0%97%D0%B5%D1%80%D0%BE
Гамера,фантастика,1965,Япония,Нориаки Юаса,5.2,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B5%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Невеста Анд,фильм-драма,1960,Япония,Сусуму Хани,7.0,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B5%D1%81%D1%82%D0%B0_%D0%90%D0%BD%D0%B4
Красная борода,драма,1965,Япония,Акира Куросава,8.3,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D0%B0
Милый бродяга,комедия,1966,Япония,Ёдзи Ямада,6.2,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D1%8B%D0%B9_%D0%B1%D1%80%D0%BE%D0%B4%D1%8F%D0%B3%D0%B0
Насилие в полдень,драма,1966,Япония,Нагиса Осима,7.1,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B5_%D0%B2_%D0%BF%D0%BE%D0%BB%D0%B4%D0%B5%D0%BD%D1%8C
Меч судьбы,"драма, / ,боевик",1966,Япония,Кихати Окамото,7.9,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%87_%D1%81%D1%83%D0%B4%D1%8C%D0%B1%D1%8B
Мать и одиннадцать детей,драма,1966,Япония,Хэйноскэ Госё,6.6,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%8C_%D0%B8_%D0%BE%D0%B4%D0%B8%D0%BD%D0%BD%D0%B0%D0%B4%D1%86%D0%B0%D1%82%D1%8C_%D0%B4%D0%B5%D1%82%D0%B5%D0%B9
Жажда любви,Фильм-драма,1966,Япония,Корэёси Курахара,7.3,"https://ru.wikipedia.org/wiki/%D0%96%D0%B0%D0%B6%D0%B4%D0%B0_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1966)"
Годзилла против морского монстра,"Приключения,криминальный",1967,Япония,Дзюн Фукуда,5.5,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D0%BD%D1%81%D1%82%D1%80%D0%B0
Большая белая башня,социальная драма,1966,Япония,Сацуо Ямамото,7.4,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F_%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F_%D0%B1%D0%B0%D1%88%D0%BD%D1%8F
Гамера против Баругона,"фантастика,, ,приключения",1966,Япония,Сигэо Танака,5.1,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B5%D1%80%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%91%D0%B0%D1%80%D1%83%D0%B3%D0%BE%D0%BD%D0%B0
Лето в Японии: двойное самоубийство,драма,1967,Япония,Нагиса Осима,6.7,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%82%D0%BE_%D0%B2_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D0%B8:_%D0%B4%D0%B2%D0%BE%D0%B9%D0%BD%D0%BE%D0%B5_%D1%81%D0%B0%D0%BC%D0%BE%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE
Бунт самураев,драма,1967,Япония,Масаки Кобаяси,8.3,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BD%D1%82_%D1%81%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B5%D0%B2
Гамера против Гяоса,"семейный,, ,фантастика,, ,приключения",1967,,Нориаки Юаса,5.1,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B5%D1%80%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%93%D1%8F%D0%BE%D1%81%D0%B0
Побег Кинг Конга,фантастика,1967,Япония,Исиро Хонда,5.5,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B1%D0%B5%D0%B3_%D0%9A%D0%B8%D0%BD%D0%B3-%D0%9A%D0%BE%D0%BD%D0%B3%D0%B0
Тайна,Фильм-драма,1960,Япония,Миёдзи Иэки,,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B9%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1960)"
Телохранитель,"Дзидайгэки,, ,тямбара",1961,Япония,Акира Куросава,8.2,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1961)"
Трагедия «Счастливого дракона»,драма,1959,Япония,Канэто Синдо,6.7,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%B3%D0%B5%D0%B4%D0%B8%D1%8F_%C2%AB%D0%A1%D1%87%D0%B0%D1%81%D1%82%D0%BB%D0%B8%D0%B2%D0%BE%D0%B3%D0%BE_%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%B0%C2%BB
Чёрная река,драма,1957,Япония,Масаки Кобаяси,7.2,"https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D0%B0%D1%8F_%D1%80%D0%B5%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
"Хиросима, любовь моя","экзистенциальная, ,мелодрама",1959,Франция,Ален Рене,7.8,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B8%D1%80%D0%BE%D1%81%D0%B8%D0%BC%D0%B0,_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_%D0%BC%D0%BE%D1%8F"
Три негодяя в скрытой крепости,приключенческий,1958,Япония,Акира Куросава,8.1,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8_%D0%BD%D0%B5%D0%B3%D0%BE%D0%B4%D1%8F%D1%8F_%D0%B2_%D1%81%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B9_%D0%BA%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D0%B8
Ржавый нож,"якудза эйга, ,драма",1958,Япония,Тосио Масуда,6.7,https://ru.wikipedia.org/wiki/%D0%A0%D0%B6%D0%B0%D0%B2%D1%8B%D0%B9_%D0%BD%D0%BE%D0%B6
Я жду,"Криминальная, ,драма,, ,нуар",1957,Япония,Корэёси Курахара,7.0,https://ru.wikipedia.org/wiki/%D0%AF_%D0%B6%D0%B4%D1%83
Сочинение брата и сестры,фильм-драма,1958,Япония,Сэйдзи Хисамацу,,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%87%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B1%D1%80%D0%B0%D1%82%D0%B0_%D0%B8_%D1%81%D0%B5%D1%81%D1%82%D1%80%D1%8B
Цветы праздника Хиган,"драма,комедия",1958,Япония,Ясудзиро Одзу,7.8,https://ru.wikipedia.org/wiki/%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B0_%D0%A5%D0%B8%D0%B3%D0%B0%D0%BD
Улица любви и надежды,драма,1959,Япония,Нагиса Осима,7.1,https://ru.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B8%D1%86%D0%B0_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8_%D0%B8_%D0%BD%D0%B0%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B
Ураганный барабанщик,"музыкальный,, ,фильм-драма,, ,мелодрама",1957,Япония,Умэцугу Иноуэ,6.1,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%B3%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B1%D0%B0%D1%80%D0%B0%D0%B1%D0%B0%D0%BD%D1%89%D0%B8%D0%BA
Трон в крови,дзидайгэки,1957,Япония,Акира Куросава,8.1,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BD_%D0%B2_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8
Тайфун над Нагасаки,"драматический фильм,[1],романтический фильм",1957,Франция,Ив Сиампи,5.8,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B9%D1%84%D1%83%D0%BD_%D0%BD%D0%B0%D0%B4_%D0%9D%D0%B0%D0%B3%D0%B0%D1%81%D0%B0%D0%BA%D0%B8
Борьба без оружия,социальная драма,1960,Япония,Сацуо Ямамото,,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D1%8C%D0%B1%D0%B0_%D0%B1%D0%B5%D0%B7_%D0%BE%D1%80%D1%83%D0%B6%D0%B8%D1%8F
Снежная страна,драма,1957,Япония,Сиро Тоёда,6.9,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B6%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Сводные братья,Фильм-драма,1957,Япония,Миёдзи Иэки,7.3,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D0%B1%D1%80%D0%B0%D1%82%D1%8C%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Токийские сумерки,драма,1957,Япония,Ясудзиро Одзу,8.1,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BA%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D1%83%D0%BC%D0%B5%D1%80%D0%BA%D0%B8
Солнце в последние дни сёгуната,кинокомедия,1957,Япония,Юдзо Кавасима,7.3,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D1%86%D0%B5_%D0%B2_%D0%BF%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%B5_%D0%B4%D0%BD%D0%B8_%D1%81%D1%91%D0%B3%D1%83%D0%BD%D0%B0%D1%82%D0%B0
Рис,фильм-драма,1957,Япония,Тадаси Имаи,6.9,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Поцелуи,"фильм-драма,, ,мелодрама",1957,Япония,Ясудзо Масумура,7.4,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%86%D0%B5%D0%BB%D1%83%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Пятеро под землёй,фильм-драма,1957,Япония,Тому Утида,6.9,https://ru.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D0%B5%D1%80%D0%BE_%D0%BF%D0%BE%D0%B4_%D0%B7%D0%B5%D0%BC%D0%BB%D1%91%D0%B9
Поминальная песня ,фильм-драма,1957,Япония,Хэйноскэ Госё,7.0,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F
Посёлок безумных,фильм-драма,1957,Япония,Минору Сибуя,6.3,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B1%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D1%85
Победитель,"музыкальный,, ,фильм-драма",1957,Япония,Умэцугу Иноуэ,6.8,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Повесть о чистой любви,фильм-драма,1957,Япония,Тадаси Имаи,7.2,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%BE_%D1%87%D0%B8%D1%81%D1%82%D0%BE%D0%B9_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8
На этой земле ,фильм-драма,1957,Япония,Кодзабуро Ёсимура,6.1,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D1%8D%D1%82%D0%BE%D0%B9_%D0%B7%D0%B5%D0%BC%D0%BB%D0%B5
Орёл и ястреб,"музыкальный,, ,фильм-драма,, ,мелодрама",1957,Япония,Умэцугу Иноуэ,6.6,https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D1%91%D0%BB_%D0%B8_%D1%8F%D1%81%D1%82%D1%80%D0%B5%D0%B1
Неугомонная,фильм-драма,1957,Япония,Микио Нарусэ,7.4,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D1%83%D0%B3%D0%BE%D0%BC%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
На дне,драма,1957,Япония,Акира Куросава,7.2,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D0%B4%D0%BD%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Мистериане,"фантастика,, ,токусацу,, ,космическая опера",1957,Япония,Исиро Хонда,6.1,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BD%D0%B5
Жёлтая ворона,драма,1957,Япония,Хэйноскэ Госё,7.0,https://ru.wikipedia.org/wiki/%D0%96%D1%91%D0%BB%D1%82%D0%B0%D1%8F_%D0%B2%D0%BE%D1%80%D0%BE%D0%BD%D0%B0
Гул самолётов и земля,фильм-драма,1957,Япония,Хидэо Сэкигава,,https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%BB_%D1%81%D0%B0%D0%BC%D0%BE%D0%BB%D1%91%D1%82%D0%BE%D0%B2_%D0%B8_%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F
Ливень,"фильм-драма,, ,мелодрама",1957,Япония,Нобору Накамура,7.7,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B5%D0%BD%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
Обнажённое солнце,фильм-драма,1958,Япония,Миёдзи Иэки,6.8,"https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BD%D0%B0%D0%B6%D1%91%D0%BD%D0%BD%D0%BE%D0%B5_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
Пламя,драма,1958,,Кон Итикава,7.1,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D0%BC%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
Нет сильнее любви,мелодрама,1958,Япония,Эйсукэ Такидзава,,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D1%82_%D1%81%D0%B8%D0%BB%D1%8C%D0%BD%D0%B5%D0%B5_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1958)"
