name,genres,year,country,producer,imdb_rating,link
На Адаманте,документальный фильм,2023,Франция,Николас Филибер,6.9,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D0%90%D0%B4%D0%B0%D0%BC%D0%B0%D0%BD%D1%82%D0%B5
Рыцари Зодиака,"фэнтези,, ,боевик",2023,США,Томаш Багиньский,4.4,https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D1%86%D0%B0%D1%80%D0%B8_%D0%97%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Чудовищный снежный человек,"ужасы,научная фантастика",1955,Япония,Исиро Хонда,5.5,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%BD%D1%8B%D0%B9_%D1%81%D0%BD%D0%B5%D0%B6%D0%BD%D1%8B%D0%B9_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA
Монстр,драма,2023,,Хирокадзу Корээда,7.9,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%81%D1%82%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2023)"
Прекрасные дни,драма,2023,Япония,Вим Вендерс,7.9,https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B5%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%B4%D0%BD%D0%B8
Зла не существует,драматический фильм,2023,Япония,Рюсукэ Хамагути,7.2,"https://ru.wikipedia.org/wiki/%D0%97%D0%BB%D0%B0_%D0%BD%D0%B5_%D1%81%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D1%83%D0%B5%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2023)"
Сёстры,Фильм-драма,1955,Япония,Миёдзи Иэки,6.6,"https://ru.wikipedia.org/wiki/%D0%A1%D1%91%D1%81%D1%82%D1%80%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1955)"
Самурай 2: Дуэль у храма,"драма,приключения",1955,Япония,Хироси Инагаки,7.3,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B9_2:_%D0%94%D1%83%D1%8D%D0%BB%D1%8C_%D1%83_%D1%85%D1%80%D0%B0%D0%BC%D0%B0
Сверстники,"драма,, ,сёмингэки,[en]",1955,Япония,Хэйноскэ Госё,7.4,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1955)"
Пока не взошла Луна,"драма,, ,комедия",1955,Япония,Кинуё Танака,7.2,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BA%D0%B0_%D0%BD%D0%B5_%D0%B2%D0%B7%D0%BE%D1%88%D0%BB%D0%B0_%D0%9B%D1%83%D0%BD%D0%B0
Окровавленное копьё на горе Фудзи ,"фильм-драма,, ,комедия,, ,дзидайгэки",1955,Япония,Тому Утида,7.4,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%80%D0%BE%D0%B2%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BA%D0%BE%D0%BF%D1%8C%D1%91_%D0%BD%D0%B0_%D0%B3%D0%BE%D1%80%D0%B5_%D0%A4%D1%83%D0%B4%D0%B7%D0%B8
Новая повесть о доме Тайра,"дзидайгэки, (или ,историческая, ,драма,)",1955,Япония,Кэндзи Мидзогути,7.3,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%BE_%D0%B4%D0%BE%D0%BC%D0%B5_%D0%A2%D0%B0%D0%B9%D1%80%D0%B0
Повесть о храме Сюдзэндзи,фильм-драма,1955,Япония,Нобору Накамура,,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%BE_%D1%85%D1%80%D0%B0%D0%BC%D0%B5_%D0%A1%D1%8E%D0%B4%D0%B7%D1%8D%D0%BD%D0%B4%D0%B7%D0%B8
От сердца к сердцу,Фильм-драма,1955,Япония,Миёдзи Иэки,,https://ru.wikipedia.org/wiki/%D0%9E%D1%82_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0_%D0%BA_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D1%83
Плывущие облака,Драма,1955,Япония,Микио Нарусэ,7.6,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%8B%D0%B2%D1%83%D1%89%D0%B8%D0%B5_%D0%BE%D0%B1%D0%BB%D0%B0%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1955)"
Когда любишь,фильм-драма,1955,Япония,Кодзабуро Ёсимура,6.7,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0_%D0%BB%D1%8E%D0%B1%D0%B8%D1%88%D1%8C
Здесь есть источник,Фильм-драма,1955,Япония,Тадаси Имаи,6.8,https://ru.wikipedia.org/wiki/%D0%97%D0%B4%D0%B5%D1%81%D1%8C_%D0%B5%D1%81%D1%82%D1%8C_%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA
Зелёная музыкальная шкатулка,"музыкальный,, ,приключенческий,, ,детский фильм",1955,Япония,Умэцугу Иноуэ,5.7,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D0%B0%D1%8F_%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%88%D0%BA%D0%B0%D1%82%D1%83%D0%BB%D0%BA%D0%B0
Волки,фильм-драма,1955,Япония,Канэто Синдо,7.2,"https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1955)"
Дневник полицейского,фильм-драма,1955,Япония,Сэйдзи Хисамацу,7.5,https://ru.wikipedia.org/wiki/%D0%94%D0%BD%D0%B5%D0%B2%D0%BD%D0%B8%D0%BA_%D0%BF%D0%BE%D0%BB%D0%B8%D1%86%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Ёкихи / Ян Гуйфэй,драма,1955,Япония,Кэндзи Мидзогути,7.1,https://ru.wikipedia.org/wiki/%D0%81%D0%BA%D0%B8%D1%85%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Годзилла снова напападает,"фантастика,, ,кайдзю-эйга,, ,токусацу",1955,Япония,Мотоёси Ода,5.7,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D0%B0_%D1%81%D0%BD%D0%BE%D0%B2%D0%B0_%D0%BD%D0%B0%D0%BF%D0%B0%D0%B4%D0%B0%D0%B5%D1%82
"Москва, которую мы потеряли",документальный фильм,2024,Россия,Николай Петров,,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0,_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%83%D1%8E_%D0%BC%D1%8B_%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D0%BB%D0%B8"
Далёкие облака,драма,1955,Япония,Кэйсукэ Киносита,6.6,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%91%D0%BA%D0%B8%D0%B5_%D0%BE%D0%B1%D0%BB%D0%B0%D0%BA%D0%B0
Сезон солнца,фильм-драма,1956,Япония,Такуми Фурукава,6.5,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B7%D0%BE%D0%BD_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B0
Скрытые настроения,фильм-драма,1956,Япония,Кодзабуро Ёсимура,7.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%8B%D1%82%D1%8B%D0%B5_%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B5%D0%BD%D0%B8%D1%8F
Я живу в страхе,драма,1955,Япония,Акира Куросава,7.3,https://ru.wikipedia.org/wiki/%D0%AF_%D0%B6%D0%B8%D0%B2%D1%83_%D0%B2_%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B5
Свет в глаза,фильм-драма,1956,Япония,Такуми Фурукава,,https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82_%D0%B2_%D0%B3%D0%BB%D0%B0%D0%B7%D0%B0
Самурай 3: Поединок на острове,"драма,приключения",1956,Япония,Хироси Инагаки,7.5,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B9_3:_%D0%9F%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_%D0%BD%D0%B0_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B5
Район красных фонарей,драма,1956,Япония,Кэндзи Мидзогути,7.8,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B9%D0%BE%D0%BD_%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D1%85_%D1%84%D0%BE%D0%BD%D0%B0%D1%80%D0%B5%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Радон,"фантастика,, ,токусацу",1956,Япония,Исиро Хонда,6.2,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%BE%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
По течению,фильм-драма,1956,Япония,Микио Нарусэ,7.5,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE_%D1%82%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D1%8E_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1956)"
Ранняя весна,драма,1956,Япония,Ясудзиро Одзу,7.8,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BD%D1%8F%D1%8F_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1956)"
Всё закончится с нами,романтика,2024,США,Джастин Бальдони,,https://ru.wikipedia.org/wiki/%D0%92%D1%81%D1%91_%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%87%D0%B8%D1%82%D1%81%D1%8F_%D1%81_%D0%BD%D0%B0%D0%BC%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Новая повесть о доме Тайра: Ёсинака и три его женщины,"дзидайгэки, (или ,историческая, ,драма,)",1956,Япония,Тэйноскэ Кинугаса,7.4,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%BE_%D0%B4%D0%BE%D0%BC%D0%B5_%D0%A2%D0%B0%D0%B9%D1%80%D0%B0:_%D0%81%D1%81%D0%B8%D0%BD%D0%B0%D0%BA%D0%B0_%D0%B8_%D1%82%D1%80%D0%B8_%D0%B5%D0%B3%D0%BE_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B
Мрак среди дня,фильм-драма,1956,Япония,Тадаси Имаи,7.5,https://ru.wikipedia.org/wiki/%D0%9C%D1%80%D0%B0%D0%BA_%D1%81%D1%80%D0%B5%D0%B4%D0%B8_%D0%B4%D0%BD%D1%8F
Бирманская арфа,"драма,, ,военный",1956,Япония,Кон Итикава,8.0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D1%80%D1%84%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1956)"
Комната насилия,фильм-драма,1956,Япония,Кон Итикава,7.0,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BD%D0%B0%D1%82%D0%B0_%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D1%8F
Фауст и Маргарита,фантастика,1897,Франция,Жорж Мельес,4.8,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D1%83%D1%81%D1%82_%D0%B8_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1897)"
Признания убийцы,"триллер,драма,детектив",2017,Япония,Ю Ириэ,6.8,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D1%8F_%D1%83%D0%B1%D0%B8%D0%B9%D1%86%D1%8B
Безумный плод,фильм-драма,1956,Япония,Ко Накахира,7.3,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BB%D0%BE%D0%B4
Источник,драма,1956,Япония,Масаки Кобаяси,6.6,"https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1956)"
Смерть Марата,исторический фильм,1897,Франция,Жорж Гато,4.9,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%9C%D0%B0%D1%80%D0%B0%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Несладкая жизнь псионика Сайки Кусуо,"Научная фантастика,, ,Комедия",2017,Япония,Юити Фукуда,5.5,https://ru.wikipedia.org/wiki/The_Disastrous_Life_of_Saiki_K._(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Рюдзо и семеро бойцов,"криминальная, ,комедия",2015,Япония,Такэси Китано,6.4,https://ru.wikipedia.org/wiki/%D0%A0%D1%8E%D0%B4%D0%B7%D0%BE_%D0%B8_%D1%81%D0%B5%D0%BC%D0%B5%D1%80%D0%BE_%D0%B1%D0%BE%D0%B9%D1%86%D0%BE%D0%B2
Наша младшая сестрёнка,драма,2015,Япония,Хирокадзу Корээда,7.5,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%88%D0%B0_%D0%BC%D0%BB%D0%B0%D0%B4%D1%88%D0%B0%D1%8F_%D1%81%D0%B5%D1%81%D1%82%D1%80%D1%91%D0%BD%D0%BA%D0%B0
Проклятые: Противостояние,фильм ужасов,2016,Япония,Кодзи Сираиси,5.1,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BB%D1%8F%D1%82%D1%8B%D0%B5:_%D0%9F%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%8F%D0%BD%D0%B8%D0%B5
Атака титанов,"фантастика,драма",2011,Япония,Синдзи Хигути,5.0,https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D1%82%D0%B8%D1%82%D0%B0%D0%BD%D0%BE%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
После бури,драма,2016,Япония,Хирокадзу Корээда,7.4,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5_%D0%B1%D1%83%D1%80%D0%B8
Fune o Amu,,2013,,,,https://ru.wikipedia.org/wiki/Fune_o_Amu
Красная черепаха,притча,2016,Франция,Михаэль Дюдок де Вит,7.5,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D1%87%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
Жуткий,фильм-триллер,2016,Япония,Киёси Куросава,6.4,https://ru.wikipedia.org/wiki/%D0%96%D1%83%D1%82%D0%BA%D0%B8%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Годзилла: Возрождение,"фантастика,ужасы,драма",2016,Япония,Хидэаки Анно,6.8,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%B4%D0%B7%D0%B8%D0%BB%D0%BB%D0%B0:_%D0%92%D0%BE%D0%B7%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
Жил-был кот,"приключенческий фильм,роуд-муви",2016,Япония,Микинори Сакакибара,6.6,https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%BB-%D0%B1%D1%8B%D0%BB_%D0%BA%D0%BE%D1%82
Дагеротип,фильм ужасов,2016,Япония,Киёси Куросава,5.7,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%B3%D0%B5%D1%80%D0%BE%D1%82%D0%B8%D0%BF_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
«Ветер крепчает»,музыка к аниме,1945,,,,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D0%B5%D1%80_%D0%BA%D1%80%D0%B5%D0%BF%D1%87%D0%B0%D0%B5%D1%82
Гнев,драма,2016,Япония,Ли Сан-иль,7.0,"https://ru.wikipedia.org/wiki/%D0%93%D0%BD%D0%B5%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2016)"
В этом уголке мира,"аниме,, ,исторический,, ,драма,, ,военный,, ,повседневность",1945,,Сунао Катабути,7.8,https://ru.wikipedia.org/wiki/%D0%92_%D1%8D%D1%82%D0%BE%D0%BC_%D1%83%D0%B3%D0%BE%D0%BB%D0%BA%D0%B5_%D0%BC%D0%B8%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Если кошки исчезнут во всём мире,"драма,фэнтези",2016,Япония,Акира Нагаи,6.8,https://ru.wikipedia.org/wiki/%D0%95%D1%81%D0%BB%D0%B8_%D0%BA%D0%BE%D1%88%D0%BA%D0%B8_%D0%B8%D1%81%D1%87%D0%B5%D0%B7%D0%BD%D1%83%D1%82_%D0%B2%D0%BE_%D0%B2%D1%81%D1%91%D0%BC_%D0%BC%D0%B8%D1%80%D0%B5
Последний беспредел,"боевик,криминальный фильм,драма",2017,Япония,Такэси Китано,6.4,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%B1%D0%B5%D1%81%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB
Клинок бессмертного,"Боевик,, ,триллер",2017,Япония,Такаси Миикэ,6.7,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD%D0%BE%D0%BA_%D0%B1%D0%B5%D1%81%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D0%B3%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Невероятные приключения ДжоДжо,"фэнтези,боевик,приключения,саундтрек",2017,Япония,Такаси Миикэ,5.8,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B5%D1%80%D0%BE%D1%8F%D1%82%D0%BD%D1%8B%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%94%D0%B6%D0%BE%D0%94%D0%B6%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2017)"
Мистер Лонг,драматический фильм,2017,Япония,Сабу,7.0,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%82%D0%B5%D1%80_%D0%9B%D0%BE%D0%BD%D0%B3
Обитель зла: Вендетта,"научная фантастика,, ,ужасы,, ,боевик",2017,Япония,Таканори Цудзимото,6.2,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B7%D0%BB%D0%B0:_%D0%92%D0%B5%D0%BD%D0%B4%D0%B5%D1%82%D1%82%D0%B0
«Звёздный десант: Предатель Марса»,"боевая фантастика,[1],боевик",2017,,Синдзи Арамаки,5.5,https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D1%91%D0%B7%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B4%D0%B5%D1%81%D0%B0%D0%BD%D1%82:_%D0%9F%D1%80%D0%B5%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D1%8C_%D0%9C%D0%B0%D1%80%D1%81%D0%B0
Волчьи дети Амэ и Юки,,2012,,,,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D1%87%D1%8C%D0%B8_%D0%B4%D0%B5%D1%82%D0%B8_%D0%90%D0%BC%D1%8D_%D0%B8_%D0%AE%D0%BA%D0%B8
Sakura no Sono,,1990,,,,https://ru.wikipedia.org/wiki/Sakura_no_Sono
Адский салон,"пародия,ужасы,комедия,эротика",2010,Япония,Дзюн Цугита,4.3,https://ru.wikipedia.org/wiki/Horny_House_of_Horror
Чебурашка,детский фильм,2014,Япония,Макото Накамура,6.9,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%B1%D1%83%D1%80%D0%B0%D1%88%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2013)"
Надувная кукла,"драма,фэнтези",2009,Япония,Хирокадзу Корээда,6.9,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D1%83%D0%B2%D0%BD%D0%B0%D1%8F_%D0%BA%D1%83%D0%BA%D0%BB%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Сиськастый волейбол,комедия,2009,Япония,Эйитиро Хасуми,6.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%81%D1%8C%D0%BA%D0%B0%D1%81%D1%82%D1%8B%D0%B9_%D0%B2%D0%BE%D0%BB%D0%B5%D0%B9%D0%B1%D0%BE%D0%BB
Последний вампир,"фильм ужасов,, ,фэнтези,, ,боевик",2009,Япония,Крис Наон,5.2,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B0%D0%BC%D0%BF%D0%B8%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2009)"
Коко Шанель и Игорь Стравинский,драма,2009,Франция,Ян Кунен,6.3,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BA%D0%BE_%D0%A8%D0%B0%D0%BD%D0%B5%D0%BB%D1%8C_%D0%B8_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%A1%D1%82%D1%80%D0%B0%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9
Чужие против ниндзя / Чужой против ниндзя,фантастика,2010,Япония,Сэйдзи Тиба,4.4,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B6%D0%B8%D0%B5_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%BD%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F
«Тетрадь смерти»,,2006,,,,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%82%D1%80%D0%B0%D0%B4%D1%8C_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2006)"
Беспредел,"криминальная, ,драма",2010,Япония,Такэси Китано,6.8,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2010)"
2199: Космическая одиссея,"боевик,, ,постапокалиптика,, ,космическая опера,, ,драма",2010,Япония,Такаси Ямадзаки,6.0,https://ru.wikipedia.org/wiki/2199:_%D0%9A%D0%BE%D1%81%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B4%D0%B8%D1%81%D1%81%D0%B5%D1%8F
Дочь якудзы,"комедия, криминал",2010,Россия,Сергей Бодров (ст.),4.9,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%87%D1%8C_%D1%8F%D0%BA%D1%83%D0%B4%D0%B7%D1%8B
«Теккен»,"Боевые искусства,, ,фантастика,, ,антиутопия",2010,США,Дуайт Литтл,4.8,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BA%D0%BA%D0%B5%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Гоэмон,"фантастика,, ,боевик,, ,исторический",2010,Япония,Кадзуаки Кирия,6.6,"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%8D%D0%BC%D0%BE%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2009)"
«Паприка»,,2006,,,,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D1%80%D0%B8%D0%BA%D0%B0_(%D0%B0%D0%BD%D0%B8%D0%BC%D0%B5)
Признания,"триллер,драма",2010,Япония,Тэцуя Накасима,7.7,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D1%8F
Паранормальное явление: Ночь в Токио,фильм ужасов о сверхъестественном,2010,Япония,Тосикадзу Нагаэ,5.1,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%BD%D0%BE%D1%80%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5:_%D0%9D%D0%BE%D1%87%D1%8C_%D0%B2_%D0%A2%D0%BE%D0%BA%D0%B8%D0%BE
Dōbutsu no Mori,,2006,,,,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81_%D0%96%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85
Райский поцелуй,драматический фильм,2011,,Такэхико Синдзё,6.3,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BE%D1%86%D0%B5%D0%BB%D1%83%D0%B9
13 убийц,боевик,2010,Япония,Такаси Миикэ,7.5,https://ru.wikipedia.org/wiki/13_%D1%83%D0%B1%D0%B8%D0%B9%D1%86
Ганц,триллер,2011,Япония,Синсукэ Сато,6.4,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D1%86_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Харакири,драма,2011,Япония,Такаси Миикэ,7.3,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D0%B0%D0%BA%D0%B8%D1%80%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2011)"
Любит / Не любит,комедийная драма,2011,Япония,Сара Полли,6.5,https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%B8%D1%82_/_%D0%9D%D0%B5_%D0%BB%D1%8E%D0%B1%D0%B8%D1%82
Когда-нибудь,фильм-драма,2011,Япония,Дзюндзи Сакамото,6.9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0-%D0%BD%D0%B8%D0%B1%D1%83%D0%B4%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2011)"
